ens_stable_id,ens_stable_id_version,refseq_stable_id,refseq_stable_id_version,mane_type,ens_gene_name
ENST00000342526,8,NM_001004320,2,MANE SELECT,AGMO
ENST00000360079,8,NM_001469,5,MANE SELECT,XRCC6
ENST00000261374,4,NM_006043,2,MANE SELECT,HS3ST2
ENST00000320895,10,NM_030782,5,MANE SELECT,CLPTM1L
ENST00000319331,4,NM_020873,7,MANE SELECT,LRRN1
ENST00000276449,9,NM_000349,3,MANE SELECT,STAR
ENST00000229922,7,NM_006366,3,MANE SELECT,CAP2
ENST00000304195,8,NM_174938,6,MANE SELECT,FRMD3
ENST00000296088,12,NM_017719,5,MANE SELECT,SNRK
ENST00000304381,10,NM_024847,4,MANE SELECT,TMC7
ENST00000415229,6,NM_001083926,2,MANE SELECT,ASRGL1
ENST00000356661,7,NM_004988,5,MANE SELECT,MAGEA1
ENST00000370515,3,NM_032417,4,MANE SELECT,SPANXD
ENST00000395749,7,NM_001220,5,MANE SELECT,CAMK2B
ENST00000255499,3,NM_194463,2,MANE SELECT,RNF128
ENST00000380871,5,NM_006167,4,MANE SELECT,NKX3-1
ENST00000276390,7,NM_001693,4,MANE SELECT,ATP6V1B2
ENST00000328405,7,NM_144633,3,MANE SELECT,KCNH8
ENST00000217043,4,NM_178491,4,MANE SELECT,R3HDML
ENST00000674457,1,NM_001372163,1,MANE SELECT,PRRG3
ENST00000398174,9,NM_178581,3,MANE SELECT,HM13
ENST00000345127,9,NM_153026,3,MANE SELECT,PRICKLE1
ENST00000640961,2,NM_019040,5,MANE SELECT,ELP4
ENST00000370278,4,NM_005362,4,MANE SELECT,MAGEA3
ENST00000377044,9,NM_013390,3,MANE SELECT,CEMIP2
ENST00000550308,6,NM_023944,4,MANE SELECT,CYP4F12
ENST00000358154,8,NM_016025,5,MANE SELECT,METTL9
ENST00000330843,9,NM_001002814,3,MANE SELECT,RAB11FIP1
ENST00000313601,11,NM_002070,4,MANE SELECT,GNAI2
ENST00000370818,8,NM_004484,4,MANE SELECT,GPC3
ENST00000283351,10,NM_014939,5,MANE SELECT,TRAPPC8
ENST00000296564,9,NM_015325,3,MANE SELECT,ICE1
ENST00000354670,9,NM_001003940,2,MANE SELECT,BMF
ENST00000292513,4,NM_000955,3,MANE SELECT,PTGER1
ENST00000396410,9,NM_015027,4,MANE SELECT,PDXDC1
ENST00000356321,4,NM_014106,4,MANE SELECT,ZNF770
ENST00000300935,8,NM_005370,5,MANE SELECT,RAB8A
ENST00000166345,8,NM_004237,4,MANE SELECT,TRIP13
ENST00000338825,5,NM_004095,4,MANE SELECT,EIF4EBP1
ENST00000424127,3,NM_001081573,3,MANE SELECT,GAB3
ENST00000335510,7,NM_001040703,3,MANE SELECT,DEFB105B
ENST00000221200,9,NM_017634,4,MANE SELECT,KCTD9
ENST00000375799,8,NM_015164,4,MANE SELECT,PLEKHM2
ENST00000605930,3,NM_002224,4,MANE SELECT,ITPR3
ENST00000620992,5,NM_001253829,2,MANE SELECT,PTPDC1
ENST00000304460,11,NM_001003841,3,MANE SELECT,SLC6A19
ENST00000643579,2,NM_003290,3,MANE SELECT,TPM4
ENST00000254442,8,NM_015285,3,MANE SELECT,WDR7
ENST00000274181,7,NM_139056,4,MANE SELECT,ADAMTS16
ENST00000527424,6,NM_030954,4,MANE SELECT,RNF170
ENST00000370634,8,NM_016267,4,MANE SELECT,VGLL1
ENST00000401959,6,NM_001003796,2,MANE SELECT,SNU13
ENST00000372851,8,NM_182970,4,MANE SELECT,RIMS4
ENST00000260356,6,NM_003246,4,MANE SELECT,THBS1
ENST00000228820,9,NM_020367,6,MANE SELECT,PARP11
ENST00000650617,1,NM_017875,4,MANE SELECT,SLC25A38
ENST00000632372,3,NM_001355534,2,MANE SELECT,TEX13D
ENST00000252506,11,NM_006705,4,MANE SELECT,GADD45G
ENST00000445091,3,NM_001367770,1,MANE SELECT,PNMA6E
ENST00000581216,6,NM_024683,4,MANE SELECT,TEFM
ENST00000376854,6,NM_017998,3,MANE SELECT,C9orf40
ENST00000370339,8,NM_017798,4,MANE SELECT,YTHDF1
ENST00000556564,6,NM_007039,4,MANE SELECT,PTPN21
ENST00000216027,8,NM_172002,5,MANE SELECT,HSCB
ENST00000156471,10,NM_014691,3,MANE SELECT,AQR
ENST00000322652,10,NM_015355,4,MANE SELECT,SUZ12
ENST00000283629,8,NM_014517,5,MANE SELECT,UBP1
ENST00000505059,7,NM_032479,4,MANE SELECT,MRPL36
ENST00000379198,5,NM_080605,4,MANE SELECT,B3GALT6
ENST00000375249,5,NM_014282,4,MANE SELECT,HABP4
ENST00000616661,5,NM_004753,7,MANE SELECT,DHRS3
ENST00000217169,8,NM_139317,3,MANE SELECT,BIRC7
ENST00000264669,10,NM_024091,4,MANE SELECT,FASTKD3
ENST00000440314,7,NM_001144958,2,MANE SELECT,CRACR2A
ENST00000511885,6,NM_181808,4,MANE SELECT,POLN
ENST00000377443,7,NM_001215,4,MANE SELECT,CA6
ENST00000404276,6,NM_007194,4,MANE SELECT,CHEK2
ENST00000435224,3,NM_145804,3,MANE SELECT,ABTB2
ENST00000259365,9,NM_003275,4,MANE SELECT,TMOD1
ENST00000370316,8,NM_152864,4,MANE SELECT,NKAIN4
ENST00000379446,10,NM_006403,4,MANE SELECT,NEDD9
ENST00000615050,2,NM_005064,6,MANE SELECT,CCL23
ENST00000331628,8,NM_001105579,2,MANE SELECT,SYNDIG1L
ENST00000324642,4,NM_182632,3,MANE SELECT,SLC6A18
ENST00000356978,9,NM_006888,6,MANE SELECT,CALM1
ENST00000223641,5,NM_006808,3,MANE SELECT,SEC61B
ENST00000376085,4,NM_001010847,2,MANE SELECT,LRRC38
ENST00000261537,7,NM_020774,4,MANE SELECT,MIB1
ENST00000377205,6,NM_022787,4,MANE SELECT,NMNAT1
ENST00000256953,6,NM_032918,3,MANE SELECT,RERG
ENST00000338316,9,NM_020546,3,MANE SELECT,ADCY2
ENST00000375765,5,NM_017594,5,MANE SELECT,DIRAS2
ENST00000453061,7,NM_001127178,3,MANE SELECT,PIGG
ENST00000307552,3,NM_001005324,1,MANE SELECT,OR10V1
ENST00000268719,9,NM_024052,5,MANE SELECT,GID4
ENST00000616898,2,NM_197978,3,MANE SELECT,HEMGN
ENST00000370283,9,NM_018209,4,MANE SELECT,ARFGAP1
ENST00000311956,9,NM_004308,5,MANE SELECT,ARHGAP1
ENST00000263383,8,NM_006844,5,MANE SELECT,ILVBL
ENST00000377648,5,NM_153812,3,MANE SELECT,PHF13
ENST00000373825,7,NM_003137,5,MANE SELECT,SRPK1
ENST00000360242,9,NM_024781,3,MANE SELECT,CCDC102B
ENST00000294600,7,NM_152492,3,MANE SELECT,CCDC27
ENST00000261647,10,NM_017775,4,MANE SELECT,TTC19
ENST00000253270,13,NM_007001,3,MANE SELECT,SLC35D2
ENST00000432264,4,NM_001145093,4,MANE SELECT,ZNF619
ENST00000428559,7,NM_015954,4,MANE SELECT,DERA
ENST00000262450,8,NM_015557,3,MANE SELECT,CHD5
ENST00000399496,8,NM_153769,3,MANE SELECT,CABYR
ENST00000642928,2,NM_000611,6,MANE SELECT,CD59
ENST00000430121,3,NM_001129908,3,MANE SELECT,GASK1A
ENST00000674182,1,NM_001129820,2,MANE SELECT,SLFN14
ENST00000673822,2,NM_001160148,2,MANE SELECT,DDHD1
ENST00000376395,9,NM_013438,5,MANE SELECT,UBQLN1
ENST00000328195,8,NM_007198,4,MANE SELECT,PLPBP
ENST00000285013,11,NM_144682,6,MANE SELECT,SLFN13
ENST00000612078,5,NM_007253,4,MANE SELECT,CYP4F8
ENST00000332432,9,NM_001102562,3,MANE SELECT,MARCHF11
ENST00000308721,9,NM_138723,2,MANE SELECT,BCL2L14
ENST00000259400,11,NM_017919,3,MANE SELECT,STX17
ENST00000274140,10,NM_005885,4,MANE SELECT,MARCHF6
ENST00000285879,5,NM_005462,5,MANE SELECT,MAGEC1
ENST00000225388,9,NM_020772,3,MANE SELECT,NUFIP2
ENST00000340880,5,NM_052890,4,MANE SELECT,PGLYRP2
ENST00000371968,8,NM_178175,4,MANE SELECT,LHFPL1
ENST00000241051,8,NM_001077242,2,MANE SELECT,DEPDC7
ENST00000370377,8,NM_031462,4,MANE SELECT,CD99L2
ENST00000290374,5,NM_020660,3,MANE SELECT,GJD2
ENST00000316843,9,NM_004140,4,MANE SELECT,LLGL1
ENST00000054666,11,NM_004781,4,MANE SELECT,VAMP3
ENST00000638170,2,NM_001301268,2,MANE SELECT,INAFM2
ENST00000361113,10,NM_145295,4,MANE SELECT,ZNF627
ENST00000389131,8,NM_002318,3,MANE SELECT,LOXL2
ENST00000561208,6,NM_170675,5,MANE SELECT,MEIS2
ENST00000301686,13,NM_032366,5,MANE SELECT,METTL26
ENST00000294484,7,NM_020780,2,MANE SELECT,DISP3
ENST00000292530,11,NM_032433,4,MANE SELECT,ZNF333
ENST00000399285,5,NM_001197184,3,MANE SELECT,GPR33
ENST00000374975,4,NM_002125,4,MANE SELECT,HLA-DRB5
ENST00000637658,2,NM_001365174,2,MANE SELECT,TEX52
ENST00000252318,7,NM_017417,2,MANE SELECT,GALNT8
ENST00000300146,10,NM_152716,3,MANE SELECT,PATL1
ENST00000457354,7,NM_030755,5,MANE SELECT,TMX1
ENST00000381569,5,NM_021020,5,MANE SELECT,LZTS1
ENST00000305632,11,NM_012453,4,MANE SELECT,TBL2
ENST00000372530,9,NM_001198934,2,MANE SELECT,ABCC10
ENST00000342245,9,NM_000543,5,MANE SELECT,SMPD1
ENST00000330560,8,NM_152562,4,MANE SELECT,CDCA2
ENST00000355765,11,NM_017922,4,MANE SELECT,PRPF39
ENST00000377298,9,NM_001009566,3,MANE SELECT,CLSTN1
ENST00000313654,14,NM_198129,4,MANE SELECT,LAMA3
ENST00000395097,7,NM_006981,4,MANE SELECT,NR4A3
ENST00000360150,9,NM_016570,3,MANE SELECT,ERGIC2
ENST00000264954,5,NM_025196,4,MANE SELECT,GRPEL1
ENST00000360256,9,NM_000132,4,MANE SELECT,F8
ENST00000342063,5,NM_198532,3,MANE SELECT,PEAK3
ENST00000269878,8,NM_054113,4,MANE SELECT,CIB3
ENST00000264784,8,NM_020041,3,MANE SELECT,SLC2A9
ENST00000437198,7,NM_002582,4,MANE SELECT,PARN
ENST00000344803,3,NM_001001670,3,MANE SELECT,SPATA31D1
ENST00000215061,9,NM_024578,3,MANE SELECT,OCEL1
ENST00000344423,10,NM_018660,3,MANE SELECT,ZNF395
ENST00000257264,4,NM_001062,4,MANE SELECT,TCN1
ENST00000614443,2,NM_001346754,2,MANE SELECT,PIGW
ENST00000325643,6,NM_178828,5,MANE SELECT,SPATA31E1
ENST00000479665,6,NM_022461,5,MANE SELECT,AZI2
ENST00000672264,2,NM_021728,4,MANE SELECT,OTX2
ENST00000283415,4,NM_024830,5,MANE SELECT,LPCAT1
ENST00000476832,2,NM_033087,4,MANE SELECT,ALG2
ENST00000490799,6,NM_052961,4,MANE SELECT,SLC26A8
ENST00000613922,2,NM_002983,3,MANE SELECT,CCL3
ENST00000282096,9,NM_000922,4,MANE SELECT,PDE3B
ENST00000371125,4,NM_001122716,2,MANE SELECT,PRR32
ENST00000375263,8,NM_000197,2,MANE SELECT,HSD17B3
ENST00000438525,3,NM_001244892,2,MANE SELECT,CXorf51B
ENST00000325418,5,NM_031965,2,MANE SELECT,HASPIN
ENST00000225842,4,NM_002981,2,MANE SELECT,CCL1
ENST00000370460,7,NM_002025,4,MANE SELECT,AFF2
ENST00000378412,8,NM_033467,4,MANE SELECT,MMEL1
ENST00000433731,7,NM_001131034,4,MANE SELECT,RNF212
ENST00000299736,5,NM_181716,3,MANE SELECT,CENPV
ENST00000333190,5,NM_181646,5,MANE SELECT,ZNF804B
ENST00000519638,3,NM_007175,8,MANE SELECT,ERLIN2
ENST00000274134,5,NM_031916,5,MANE SELECT,ROPN1L
ENST00000247706,4,NM_024527,5,MANE SELECT,ABHD8
ENST00000302609,8,NM_145011,4,MANE SELECT,ZNF25
ENST00000011898,10,NM_006675,5,MANE SELECT,TSPAN9
ENST00000246868,7,NM_016038,4,MANE SELECT,SBDS
ENST00000394009,5,NM_025057,3,MANE SELECT,BBOF1
ENST00000339834,10,NM_001136200,2,MANE SELECT,BORCS7
ENST00000231357,7,NM_016358,3,MANE SELECT,IRX4
ENST00000546455,6,NM_138371,3,MANE SELECT,PCED1B
ENST00000334274,9,NM_018393,4,MANE SELECT,TCP11L1
ENST00000610402,5,NM_001030006,2,MANE SELECT,AP2B1
ENST00000455140,7,NM_001258374,3,MANE SELECT,EPS15L1
ENST00000256039,3,NM_032372,6,MANE SELECT,DYDC2
ENST00000266383,10,NM_173593,4,MANE SELECT,B4GALNT3
ENST00000314167,9,NM_005255,4,MANE SELECT,GAK
ENST00000203664,10,NM_023112,4,MANE SELECT,OTUB2
ENST00000372695,6,NM_001080425,4,MANE SELECT,BEX4
ENST00000355451,8,NM_015332,4,MANE SELECT,NUDCD3
ENST00000374902,9,NM_017746,4,MANE SELECT,TEX10
ENST00000361682,11,NM_000754,4,MANE SELECT,COMT
ENST00000358935,3,NM_017824,5,MANE SELECT,MARCHF5
ENST00000359237,9,NM_021796,4,MANE SELECT,PLAC1
ENST00000314340,10,NM_020350,5,MANE SELECT,AGTRAP
ENST00000278865,8,NM_006138,5,MANE SELECT,MS4A3
ENST00000612677,6,NM_001257357,2,MANE SELECT,RAB44
ENST00000467963,6,NM_023924,5,MANE SELECT,BRD9
ENST00000266579,9,NM_018018,5,MANE SELECT,SLC38A4
ENST00000373731,7,NM_173562,5,MANE SELECT,KCTD20
ENST00000598523,3,NM_018558,4,MANE SELECT,GABRQ
ENST00000266025,4,NM_007024,5,MANE SELECT,TMEM115
ENST00000339399,5,NM_006401,3,MANE SELECT,ANP32B
ENST00000373935,4,NM_152230,5,MANE SELECT,IPMK
ENST00000262096,13,NM_016353,5,MANE SELECT,ZDHHC2
ENST00000370467,8,NM_152578,3,MANE SELECT,FMR1NB
ENST00000361820,6,NM_133445,3,MANE SELECT,GRIN3A
ENST00000370397,8,NM_001278,5,MANE SELECT,CHUK
ENST00000358130,7,NM_030763,3,MANE SELECT,HMGN5
ENST00000557658,6,NM_001193315,2,MANE SELECT,VIPAS39
ENST00000357721,3,NM_001135863,2,MANE SELECT,ETFBKMT
ENST00000370263,9,NM_000744,7,MANE SELECT,CHRNA4
ENST00000232461,8,NM_144499,3,MANE SELECT,GNAT1
ENST00000524591,7,NM_020844,3,MANE SELECT,TRMT9B
ENST00000354638,8,NM_000275,3,MANE SELECT,OCA2
ENST00000275517,8,NM_080668,4,MANE SELECT,CDCA5
ENST00000456806,3,NM_001159522,3,MANE SELECT,ZNF727
ENST00000281471,11,NM_001113402,2,MANE SELECT,AMN1
ENST00000379116,10,NM_001130413,4,MANE SELECT,SCNN1D
ENST00000265362,9,NM_006080,3,MANE SELECT,SEMA3A
ENST00000374798,8,NM_001340,5,MANE SELECT,CYLC2
ENST00000263207,8,NM_001670,3,MANE SELECT,ARVCF
ENST00000265564,8,NM_015004,4,MANE SELECT,EXOSC7
ENST00000180173,10,NM_004686,5,MANE SELECT,MTMR7
ENST00000316077,14,NM_024597,4,MANE SELECT,MAP7D3
ENST00000297689,4,NM_005384,3,MANE SELECT,NFIL3
ENST00000441259,2,NM_001083116,3,MANE SELECT,PRF1
ENST00000347364,7,NM_170784,3,MANE SELECT,MKKS
ENST00000375001,8,NM_001855,5,MANE SELECT,COL15A1
ENST00000378024,9,NM_001620,3,MANE SELECT,AHNAK
ENST00000285979,11,NM_000772,3,MANE SELECT,CYP2C18
ENST00000382496,10,NM_003966,3,MANE SELECT,SEMA5A
ENST00000372213,8,NM_000429,3,MANE SELECT,MAT1A
ENST00000430124,7,NM_002418,3,MANE SELECT,MLN
ENST00000217182,6,NM_001958,5,MANE SELECT,EEF1A2
ENST00000307599,5,NM_152413,3,MANE SELECT,GOT1L1
ENST00000395144,7,NM_033159,4,MANE SELECT,HYAL1
ENST00000263791,10,NM_001013703,4,MANE SELECT,EIF2AK4
ENST00000528697,6,NM_001258419,2,MANE SELECT,LRRC4C
ENST00000266066,4,NM_003015,3,MANE SELECT,SFRP5
ENST00000395799,8,NM_014494,4,MANE SELECT,TNRC6A
ENST00000361428,3,NM_014345,3,MANE SELECT,ZNF318
ENST00000373040,4,NM_013347,4,MANE SELECT,RPA4
ENST00000371126,3,NM_178470,5,MANE SELECT,DCAF12L1
ENST00000610212,3,NM_001362796,2,MANE SELECT,TMEM271
ENST00000265997,5,NM_014912,5,MANE SELECT,CPEB3
ENST00000370179,8,NM_024299,4,MANE SELECT,PPDPF
ENST00000522514,6,NM_052937,4,MANE SELECT,PCMTD1
ENST00000264956,11,NM_153717,3,MANE SELECT,EVC
ENST00000328078,3,NM_012084,4,MANE SELECT,GLUD2
ENST00000378043,9,NM_004183,4,MANE SELECT,BEST1
ENST00000370783,8,NM_019556,3,MANE SELECT,MOSPD1
ENST00000542869,3,NM_005975,4,MANE SELECT,PTK6
ENST00000377346,9,NM_005026,5,MANE SELECT,PIK3CD
ENST00000374692,8,NM_018112,3,MANE SELECT,TMEM38B
ENST00000327374,9,NM_152906,7,MANE SELECT,TANGO2
ENST00000370097,2,NM_001319152,2,MANE SELECT,FNDC11
ENST00000260762,10,NM_019053,6,MANE SELECT,EXOC6
ENST00000371113,9,NM_000276,4,MANE SELECT,OCRL
ENST00000651358,1,NM_001184940,2,MANE SELECT,FAM219A
ENST00000607484,6,NM_032340,4,MANE SELECT,UQCC2
ENST00000342649,9,NM_173826,4,MANE SELECT,TCAIM
ENST00000397196,7,NM_032642,3,MANE SELECT,WNT5B
ENST00000380629,7,NM_004331,3,MANE SELECT,BNIP3L
ENST00000315758,10,NM_005918,4,MANE SELECT,MDH2
ENST00000296849,10,NM_033120,4,MANE SELECT,NKD2
ENST00000361786,7,NM_033426,3,MANE SELECT,CIPC
ENST00000274867,9,NM_001201427,2,MANE SELECT,DAAM2
ENST00000336812,5,NM_001358,3,MANE SELECT,DHX15
ENST00000257894,2,NM_032130,3,MANE SELECT,FAM186B
ENST00000306238,3,NM_006552,2,MANE SELECT,SCGB1D1
ENST00000311550,10,NM_000814,6,MANE SELECT,GABRB3
ENST00000357242,10,NM_017752,3,MANE SELECT,TBC1D8B
ENST00000334746,10,NM_001002860,4,MANE SELECT,BTBD7
ENST00000513610,6,NM_012334,3,MANE SELECT,MYO10
ENST00000253968,11,NM_021570,4,MANE SELECT,BARX1
ENST00000539008,6,NM_001365809,2,MANE SELECT,SYT7
ENST00000360768,5,NM_173517,6,MANE SELECT,VKORC1L1
ENST00000382119,1,NM_001145465,1,MANE SELECT,NANOGNB
ENST00000324989,12,NM_001014809,3,MANE SELECT,CRMP1
ENST00000419869,7,NM_007178,4,MANE SELECT,STRAP
ENST00000542527,7,NM_001164579,2,MANE SELECT,MOSMO
ENST00000258774,10,NM_004507,4,MANE SELECT,HUS1
ENST00000356884,11,NM_001003800,2,MANE SELECT,BICD2
ENST00000610722,4,NM_032485,6,MANE SELECT,MCM8
ENST00000358758,12,NM_145239,3,MANE SELECT,PRRT2
ENST00000342219,9,NM_199296,3,MANE SELECT,ISM2
ENST00000373886,8,NM_001080512,3,MANE SELECT,BICC1
ENST00000374517,6,NM_003329,4,MANE SELECT,TXN
ENST00000355610,9,NM_024657,5,MANE SELECT,MORC4
ENST00000371459,6,NM_003599,4,MANE SELECT,SUPT3H
ENST00000261700,8,NM_016039,3,MANE SELECT,RTRAF
ENST00000389420,8,NM_025003,5,MANE SELECT,ADAMTS20
ENST00000524189,6,NM_015254,4,MANE SELECT,KIF13B
ENST00000373115,5,NM_004273,5,MANE SELECT,CHST3
ENST00000566228,6,NM_032167,5,MANE SELECT,SNX29
ENST00000187762,7,NM_024074,4,MANE SELECT,TMEM38A
ENST00000319694,3,NM_175887,3,MANE SELECT,PRR15
ENST00000285605,8,NM_031484,4,MANE SELECT,MARVELD1
ENST00000314144,10,NM_006584,4,MANE SELECT,CCT6B
ENST00000395564,9,NM_003364,4,MANE SELECT,UPP1
ENST00000232501,8,NM_006545,5,MANE SELECT,NPRL2
ENST00000369887,4,NM_000102,4,MANE SELECT,CYP17A1
ENST00000274813,4,NM_000255,4,MANE SELECT,MMUT
ENST00000252590,9,NM_031310,3,MANE SELECT,PLVAP
ENST00000449290,6,NM_032681,4,MANE SELECT,TRIM51
ENST00000219837,12,NM_001012991,3,MANE SELECT,KNOP1
ENST00000286428,7,NM_003372,7,MANE SELECT,VBP1
ENST00000334049,11,NM_182978,4,MANE SELECT,GNAL
ENST00000396005,8,NM_178498,4,MANE SELECT,SLC5A12
ENST00000427043,4,NM_012114,3,MANE SELECT,CASP14
ENST00000299853,10,NM_018119,4,MANE SELECT,POLR3E
ENST00000454856,4,NM_001277303,1,MANE SELECT,POTEB2
ENST00000376008,3,NM_001136218,2,MANE SELECT,TMEM51
ENST00000310806,9,NM_018353,5,MANE SELECT,MIS18BP1
ENST00000404085,7,NM_152363,6,MANE SELECT,ANKLE1
ENST00000202017,6,NM_030815,3,MANE SELECT,PDRG1
ENST00000369755,4,NM_014720,4,MANE SELECT,SLK
ENST00000562532,3,NM_001011718,2,MANE SELECT,XKR7
ENST00000452892,3,NM_001365692,1,MANE SELECT,CCM2L
ENST00000337190,7,NM_006454,3,MANE SELECT,MXD4
ENST00000252136,12,NM_022727,6,MANE SELECT,TRMT2A
ENST00000265382,8,NM_003558,4,MANE SELECT,PIP5K1B
ENST00000256538,9,NM_080650,4,MANE SELECT,DPH6
ENST00000278282,3,NM_003357,5,MANE SELECT,SCGB1A1
ENST00000243213,2,NM_000640,3,MANE SELECT,IL13RA2
ENST00000398022,7,NM_014742,4,MANE SELECT,TM9SF4
ENST00000261980,3,NM_182894,3,MANE SELECT,VSX2
ENST00000307602,9,NM_032410,4,MANE SELECT,HOOK3
ENST00000379289,6,NM_001130045,2,MANE SELECT,TTLL10
ENST00000406246,8,NM_021975,4,MANE SELECT,RELA
ENST00000316554,5,NM_001013635,4,MANE SELECT,CCDC184
ENST00000280979,9,NM_004274,5,MANE SELECT,AKAP6
ENST00000610261,6,NM_182524,4,MANE SELECT,ZNF595
ENST00000247271,5,NM_002544,5,MANE SELECT,OMG
ENST00000389082,10,NM_144973,4,MANE SELECT,DENND5B
ENST00000330889,8,NM_018404,3,MANE SELECT,ADAP2
ENST00000360986,9,NM_001014447,3,MANE SELECT,CPZ
ENST00000397977,8,NM_018142,4,MANE SELECT,INTS10
ENST00000265523,9,NM_000712,4,MANE SELECT,BLVRA
ENST00000404589,8,NM_001128214,2,MANE SELECT,KCTD6
ENST00000373542,9,NM_002637,4,MANE SELECT,PHKA1
ENST00000318683,7,NM_014256,4,MANE SELECT,B3GNT3
ENST00000378344,7,NM_182752,4,MANE SELECT,TPRG1L
ENST00000273047,9,NM_004162,5,MANE SELECT,RAB5A
ENST00000261593,8,NM_016271,5,MANE SELECT,RNF138
ENST00000182527,4,NM_012288,4,MANE SELECT,TRAM2
ENST00000246229,5,NM_002657,3,MANE SELECT,PLAGL2
ENST00000375592,8,NM_018994,3,MANE SELECT,FBXO42
ENST00000651154,1,NM_013372,7,MANE SELECT,GREM1
ENST00000430524,6,NM_001278639,2,MANE SELECT,RANBP1
ENST00000303088,9,NM_003721,4,MANE SELECT,RFXANK
ENST00000375749,8,NM_015352,2,MANE SELECT,POFUT1
ENST00000329309,4,NM_001145712,2,MANE SELECT,NUPR2
ENST00000330388,2,NM_001014980,3,MANE SELECT,C1QTNF12
ENST00000229812,8,NM_007271,4,MANE SELECT,STK38
ENST00000370355,3,NM_005063,5,MANE SELECT,SCD
ENST00000296370,4,NM_005980,3,MANE SELECT,S100P
ENST00000344320,8,NM_001130448,3,MANE SELECT,C15orf62
ENST00000422538,8,NM_001172439,2,MANE SELECT,ENDOU
ENST00000375341,8,NM_003748,4,MANE SELECT,ALDH4A1
ENST00000269202,11,NM_005925,3,MANE SELECT,MEP1B
ENST00000267377,3,NM_001049,3,MANE SELECT,SSTR1
ENST00000608990,6,NM_182584,4,MANE SELECT,C20orf203
ENST00000299084,9,NM_152594,3,MANE SELECT,SPRED1
ENST00000359232,8,NM_001039355,3,MANE SELECT,SLC25A29
ENST00000373207,2,NM_080722,4,MANE SELECT,ADAMTS14
ENST00000297436,3,NM_001926,4,MANE SELECT,DEFA6
ENST00000328111,6,NM_006892,4,MANE SELECT,DNMT3B
ENST00000353234,5,NM_173551,5,MANE SELECT,ANKS6
ENST00000282908,10,NM_018401,3,MANE SELECT,STK32B
ENST00000221114,8,NM_006571,4,MANE SELECT,DCTN6
ENST00000290472,4,NM_178034,4,MANE SELECT,PLA2G4D
ENST00000255764,4,NM_032286,3,MANE SELECT,MED10
ENST00000642948,1,NM_001384474,1,MANE SELECT,LOXHD1
ENST00000340398,5,NM_001013699,3,MANE SELECT,H3-5
ENST00000481247,6,NM_001099272,2,MANE SELECT,BTBD9
ENST00000334554,12,NM_013373,4,MANE SELECT,ZDHHC8
ENST00000337682,9,NM_001135812,2,MANE SELECT,SINHCAF
ENST00000296658,4,NM_138809,4,MANE SELECT,CMBL
ENST00000620284,5,NM_145654,4,MANE SELECT,RDM1
ENST00000287957,5,NM_021167,5,MANE SELECT,GATAD1
ENST00000267889,5,NM_033510,3,MANE SELECT,DISP2
ENST00000380737,8,NM_002717,4,MANE SELECT,PPP2R2A
ENST00000297205,7,NM_012449,3,MANE SELECT,STEAP1
ENST00000261191,12,NM_018164,3,MANE SELECT,INTS13
ENST00000555265,6,NM_152446,5,MANE SELECT,CEP128
ENST00000340434,5,NM_001099666,2,MANE SELECT,PTAR1
ENST00000370646,9,NM_138413,4,MANE SELECT,HOGA1
ENST00000400908,7,NM_001042681,2,MANE SELECT,RERE
ENST00000439765,4,NM_001365892,2,MANE SELECT,CCDC188
ENST00000370640,5,NM_001009997,3,MANE SELECT,C10orf62
ENST00000440940,7,NM_002454,3,MANE SELECT,MTRR
ENST00000382723,5,NM_002448,3,MANE SELECT,MSX1
ENST00000285279,10,NM_030796,5,MANE SELECT,VOPP1
ENST00000370187,8,NM_033637,4,MANE SELECT,BTRC
ENST00000263208,5,NM_003325,4,MANE SELECT,HIRA
ENST00000304801,6,NM_138733,5,MANE SELECT,PGK2
ENST00000373425,8,NM_012098,3,MANE SELECT,ANGPTL2
ENST00000373367,8,NM_144969,3,MANE SELECT,ZDHHC15
ENST00000379153,4,NM_004233,4,MANE SELECT,CD83
ENST00000281243,10,NM_000320,3,MANE SELECT,QDPR
ENST00000616417,5,NM_001277313,2,MANE SELECT,FMN1
ENST00000340369,4,NM_194293,4,MANE SELECT,XIRP1
ENST00000301463,9,NM_032840,3,MANE SELECT,SPRYD3
ENST00000378993,6,NM_014271,4,MANE SELECT,IL1RAPL1
ENST00000667863,2,NM_001368369,1,MANE SELECT,IQCF6
ENST00000322107,1,NM_001004465,1,MANE SELECT,OR10H4
ENST00000344099,4,NM_021030,3,MANE SELECT,ZNF14
ENST00000283474,12,NM_145253,3,MANE SELECT,UBALD1
ENST00000307363,10,NM_000404,4,MANE SELECT,GLB1
ENST00000557385,2,NM_001184742,2,MANE SELECT,ZBTB33
ENST00000358157,3,NM_005226,4,MANE SELECT,S1PR3
ENST00000324894,13,NM_032620,4,MANE SELECT,GTPBP3
ENST00000238609,4,NM_032036,3,MANE SELECT,IFI27L2
ENST00000514224,2,NM_000203,5,MANE SELECT,IDUA
ENST00000262315,14,NM_022092,3,MANE SELECT,CHTF18
ENST00000261973,12,NM_021239,3,MANE SELECT,RBM25
ENST00000397609,6,NM_173611,4,MANE SELECT,FAM98B
ENST00000371174,5,NM_004088,4,MANE SELECT,DNTT
ENST00000300226,7,NM_031457,2,MANE SELECT,MS4A8
ENST00000394143,6,NM_153834,4,MANE SELECT,ADGRG4
